Artist Name,Title,Thumbnail,Label,Genre,master release date
"Johnny Griffith, Inc.",Love Is Just A Word,https://i.discogs.com/XdSNDPYOt7Ep_M7R4fPNEhk-uyeJVsC3fDfUgnsbDzw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQzODQw/NDUtMTQ3NDc5NzEx/Ny0zNjkzLmpwZWc.jpeg,Geneva Records (8),"Jazz, Funk / Soul",1973
Jody & The Individuals,Soul Streak / Hooked,https://i.discogs.com/_qFppEInQ97DWl_wqOknkAx2ojJYgc4Szdgoumh0OOY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MTYw/MzE5LTE1ODc0NzA3/NzYtOTQzMS5qcGVn.jpeg,"Mus-I-Col, Inc.",Funk / Soul,1974
Sod,Too Loose To Get Tight,https://i.discogs.com/uxItq_WJd7_urjQVXh_xMTI0wNS8Bv475KUL2GeDLLk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc2MzA2/NC0xNjYwMjYyMTYy/LTU2MTguanBlZw.jpeg,Decca,Funk / Soul,1972
King C (2),That Wonderful Sound,https://i.discogs.com/XWOfo1Ltd31iTpkY0_qel4_4B-lDo-4jXahUi5Vd-3A/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NTAz/ODgtMTU0OTM1Mzcx/MC04MTY2LmpwZWc.jpeg,Nu-Sound Records,"Funk / Soul, Pop",
Unknown Artist,B.C.'s Rock,https://i.discogs.com/zQEiADQyNlMWJFtpA6n-GT4VtxS4xS-vwyVwgL5URk0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExOTI5/MTgzLTE1MjQ5MzI2/MjktOTcyNi5qcGVn.jpeg,Choreo,"Jazz, Funk / Soul",
The Belmont Shadows / Wilson D N,Kiss Him Goodbye,https://i.discogs.com/JtKNL4uzG6Gx8qKtQyDLzksNoICQA0CC6pSaycxQqZk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2MTkx/MTE4LTE2MDUwMDg1/MjAtMzQzNi5qcGVn.jpeg,Premier League Pressings,"Hip Hop, Funk / Soul",2020
The Whatnauts / The Whatnaut Band,Message From A Black Man / Dance To The Music,https://i.discogs.com/2PkIJhLXGmkwN7pYdQQlE4HRKgSjHMYUWPmhUYkgeu8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2MDQy/OTQtMTQ1MDIwMTg1/My00NTc4LmpwZWc.jpeg,A & I Records,Funk / Soul,1970
Kelly & Soul Explosions,Talking About My Baby's Love,https://i.discogs.com/Skr_4zz5JdlGTsJBG8McJ5FcNiPPV88uYFMYzGOGcAo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUxNjA1/NjEtMTM4NjE0NTQy/Mi0xNDQ4LmpwZWc.jpeg,Dynamite (4),Funk / Soul,1971
Syl Johnson,Ode To Soul Man ,https://i.discogs.com/93ORfCeCJcQaWuU2OWe1H7eWcIAHqLBFx2Flb5qmNQc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYzMDcw/MzItMTQxNjA4NjEx/NS0xNTYwLmpwZWc.jpeg,Twinight Records,Funk / Soul,1967
Pablo And The Diatones,"Tell Me You Love Me / Barrackhill, Barrackhill",https://i.discogs.com/fGooVbIq3kb7Kpxda4RuO7m-RTQmKgujxrn6khAKfaY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY2ODQ4/MzgtMTQyNDU4NDU2/MC00MjE4LmpwZWc.jpeg,Elite Records Ltd.,Funk / Soul,
Jean Musy,Dansez Le Rock Steady,https://i.discogs.com/cwjpKXTchGC0RQBXyAJw0xgk3o7lsUbzEh-3BOS9v6Q/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI4NTAx/MjgtMTQ0MjA2MDAw/Ni05MjI1LmpwZWc.jpeg,,"Jazz, Pop",1969
George Perkins,I'm So Glad You're Mine,https://i.discogs.com/xgPtOJ_j6WWjKaii2bMLNq2I-5ErI5u3ZJ8bh0Ai_RE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMyNzYx/MTQtMTQwMjc0NDQ3/OC02MTEwLmpwZWc.jpeg,Royal Shield Records,Funk / Soul,1974
Dom & Ravel,Você Também É Responsavel  ,https://i.discogs.com/DpMCVTgUkGBOoI0_0nFnSRodAjlkeEH9SRc223PgMG0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxMzg3/ODMtMTM1Njg4MzMz/OS05NjA2LmpwZWc.jpeg,RCA Victor,Latin,1971
Linda Fields & The Funky Boys,Sold My Rock'n'Roll (Gave It For Funky Soul),https://i.discogs.com/EfONLzaYJvQ9eFMRf57kSyLIM7lfvNgrhBELYH19mpg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU2MTk5/MjItMTU4MDc1NjA2/Ny0zMDEwLmpwZWc.jpeg,Spark,"Funk / Soul, Pop",1975
Linda Fields & The Funky Boys,Sold My Rock'n'Roll (Gave It For Funky Soul),https://i.discogs.com/B521_KEq4dJLBLRPFrWfAY-ZBYoUkCmE89E4Pb-QHuE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkzNDAx/MC0xMTc0NDk0NzMz/LmpwZWc.jpeg,,"Funk / Soul, Pop",1975
Mohammed & The Black System,Let's Dance The Spank,https://i.discogs.com/i6JWoed_xXR32yql8Wjx_t29hRkuYUCoWdCcVKflh5E/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwNzg5/NTAtMTM2MzgxMTU3/OC0xMTIzLmpwZWc.jpeg,,Funk / Soul,1978
Barbara Jean English,You're Gonna Need Somebody To Love,https://i.discogs.com/LqZRWNYCVIbpSWfbuEcUla45gg6cvgVKBl1WL6miVi8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ1NTQw/NzItMTM2ODIwMzQx/NS0xNzMwLmpwZWc.jpeg,,Funk / Soul,1973
Ronnie Mitchell,Soul Meeting / Nobody Knows,https://i.discogs.com/z7Ek6fyqK5SUZ3lQLd8UIswxaxSW1qwi9ybGzH6mQwQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkzNDUy/MzEtMTU3OTA2Mjcx/NC0zNTg4LmpwZWc.jpeg,,Funk / Soul,1969
Curtis Knight Zeus,"The Devil Made Me Do It / Oh, Rainbow",https://i.discogs.com/ow5RFvsh2-u5XZNWMY9eaeOjW-xJNNlsNy4XslnKNBc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ0Mzk5/NjctMTYwMTQ5MzUy/Ny0zOTUxLmpwZWc.jpeg,,"Rock, Funk / Soul",1974
Thijs Van Leer / Roselie van Leer,Eddy / Street Rondo,https://i.discogs.com/KjDKeUY4gemy6LSciapxJ97l2yWFa_S22zSviGKUup8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwOTg4/MDExLTE1MDc3Mzg4/MzAtNDQ4NS5qcGVn.jpeg,Philips,"Pop, Classical",1975
The Johnny Otis Show,The Watts Breakaway / You Can Depend On Me,https://i.discogs.com/s77vjceVrhDbdy6EKujqLJxvBt9D5Y6dPEFYaVu8Yng/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxOTU2/NTgtMTM1ODIwNjQ1/My0xODM5LmpwZWc.jpeg,,Funk / Soul,1969
